Recency,Frequency,Monetary,Cluster,Segment
44,2,250.55,3,At Risk
29,3,254.11,3,At Risk
8,8,2423.07,3,At Risk
17,3,139.5,3,At Risk
3,10,10641.6,3,At Risk
232,2,876.42,1,Regular
112,1,139.26,3,At Risk
58,3,1011.9,3,At Risk
51,13,2195.58,3,At Risk
4,2,-17.45,3,At Risk
127,2,730.86,3,At Risk
281,3,386.15,1,Regular
55,2,447.68,3,At Risk
320,1,200.10000000000002,1,Regular
26,2,289.99,3,At Risk
10,2,77.4,3,At Risk
7,2,679.4399999999999,3,At Risk
29,1,197.64,3,At Risk
17,4,745.06,3,At Risk
64,2,0.0,3,At Risk
4,2,214.14,3,At Risk
3,9,1272.11,3,At Risk
166,1,131.45000000000002,1,Regular
1,27,7839.51,0,High Value
53,3,173.74,3,At Risk
51,1,157.7,3,At Risk
48,16,4236.34,3,At Risk
61,1,193.14,3,At Risk
162,3,845.55,1,Regular
9,1,353.27,3,At Risk
15,4,554.65,3,At Risk
75,1,193.39000000000001,3,At Risk
40,15,2175.37,3,At Risk
41,11,2087.88,3,At Risk
370,2,155.43,1,Regular
37,2,778.5,3,At Risk
197,1,271.85,1,Regular
200,2,1110.34,1,Regular
74,3,657.8,3,At Risk
64,2,272.07,3,At Risk
21,4,507.29,3,At Risk
367,1,48.800000000000004,1,Regular
180,3,321.43,1,Regular
10,4,1127.71,3,At Risk
4,12,2226.91,3,At Risk
197,3,2139.76,1,Regular
29,6,644.65,3,At Risk
53,1,197.13,3,At Risk
18,8,1698.35,3,At Risk
10,3,102.44999999999999,3,At Risk
90,5,1641.2,3,At Risk
268,1,62.85,1,Regular
53,6,3295.76,3,At Risk
35,8,2456.8,3,At Risk
64,4,3189.81,3,At Risk
149,1,309.4,1,Regular
22,28,7904.28,0,High Value
312,2,278.15,1,Regular
23,2,511.35,3,At Risk
58,6,2836.69,3,At Risk
9,3,463.05,3,At Risk
78,8,2749.89,3,At Risk
119,2,645.65,3,At Risk
36,3,1311.3799999999999,3,At Risk
60,3,1165.65,3,At Risk
13,5,1352.04,3,At Risk
9,2,168.62,3,At Risk
52,1,125.79,3,At Risk
26,2,841.1999999999999,3,At Risk
29,1,266.76,3,At Risk
7,2,52.2,3,At Risk
11,13,14197.45,0,High Value
186,4,701.33,1,Regular
3,9,2939.64,3,At Risk
4,3,721.95,3,At Risk
262,1,327.25,1,Regular
3,4,522.38,3,At Risk
210,1,519.68,1,Regular
9,5,1448.72,3,At Risk
13,9,1485.54,3,At Risk
77,3,706.19,3,At Risk
20,1,255.4,3,At Risk
27,2,589.7,3,At Risk
19,7,756.64,3,At Risk
132,1,765.3199999999999,3,At Risk
253,1,364.8,1,Regular
79,1,1862.0,3,At Risk
207,1,369.2,1,Regular
336,1,135.9,1,Regular
254,1,125.65,1,Regular
148,2,554.38,1,Regular
10,2,1237.8500000000001,3,At Risk
85,1,655.75,3,At Risk
8,24,11020.26,0,High Value
205,2,468.77000000000004,1,Regular
8,4,1366.38,3,At Risk
23,8,1228.32,3,At Risk
11,10,1414.99,3,At Risk
21,2,314.11,3,At Risk
21,10,2744.48,3,At Risk
2,2,1025.44,3,At Risk
154,3,599.9,1,Regular
3,10,3478.85,3,At Risk
74,1,277.8,3,At Risk
3,7,389.86,3,At Risk
1,248,132572.62,2,Occasional
17,3,841.52,3,At Risk
36,4,1227.43,3,At Risk
86,3,258.83,3,At Risk
71,5,1264.84,3,At Risk
116,2,1610.15,3,At Risk
213,2,977.77,1,Regular
30,2,1316.07,3,At Risk
51,1,749.1,3,At Risk
246,1,310.05,1,Regular
32,1,223.88,3,At Risk
109,3,2372.86,3,At Risk
5,6,964.6800000000001,3,At Risk
366,1,363.53,1,Regular
73,3,1888.84,3,At Risk
297,1,1784.71,1,Regular
9,9,8117.42,3,At Risk
57,4,1617.63,3,At Risk
30,14,5842.95,3,At Risk
14,1,100.9,3,At Risk
72,2,290.82,3,At Risk
23,7,1066.57,3,At Risk
9,2,361.25,3,At Risk
79,1,311.69,3,At Risk
46,15,7912.79,3,At Risk
25,1,289.82,3,At Risk
12,1,336.17,3,At Risk
253,1,58.49,1,Regular
147,3,499.68,1,Regular
59,5,684.97,3,At Risk
8,2,221.27,3,At Risk
11,12,7006.58,3,At Risk
271,1,126.7,1,Regular
10,5,1487.8,3,At Risk
247,1,206.21,1,Regular
96,2,599.0,3,At Risk
15,1,191.32,3,At Risk
50,1,463.8,3,At Risk
30,1,147.59,3,At Risk
68,4,1592.06,3,At Risk
35,3,1116.57,3,At Risk
128,1,114.77,3,At Risk
107,3,1314.45,3,At Risk
37,1,114.39,3,At Risk
57,1,279.94,3,At Risk
57,8,765.86,3,At Risk
72,5,1931.42,3,At Risk
246,1,102.12,1,Regular
19,2,213.27,3,At Risk
198,2,296.75,1,Regular
16,2,326.4,3,At Risk
212,1,334.54,1,Regular
39,2,233.23000000000002,3,At Risk
46,4,540.98,3,At Risk
170,2,429.87,1,Regular
48,1,490.52,3,At Risk
116,4,1641.76,3,At Risk
147,1,1246.32,1,Regular
16,35,6180.49,0,High Value
51,1,502.09,3,At Risk
159,1,156.91,1,Regular
12,3,1261.78,3,At Risk
36,1,308.94,3,At Risk
54,2,423.04,3,At Risk
43,2,260.17,3,At Risk
173,1,170.04,1,Regular
34,1,125.58,3,At Risk
39,4,456.26,3,At Risk
267,1,266.0,1,Regular
9,13,1872.28,3,At Risk
12,4,905.04,3,At Risk
3,12,6763.16,3,At Risk
10,10,1661.33,3,At Risk
33,1,377.01,3,At Risk
80,3,469.0,3,At Risk
31,6,1051.95,3,At Risk
8,4,627.13,3,At Risk
72,2,518.28,3,At Risk
4,4,668.14,3,At Risk
256,5,4464.1,1,Regular
5,11,2571.02,3,At Risk
16,11,4277.66,3,At Risk
90,1,252.73000000000002,3,At Risk
72,3,465.55,3,At Risk
43,7,665.59,3,At Risk
10,52,19786.44,0,High Value
170,1,180.35,1,Regular
199,1,135.93,1,Regular
31,1,537.0,3,At Risk
19,22,7629.38,0,High Value
152,3,633.66,1,Regular
9,16,5064.01,3,At Risk
270,1,343.62,1,Regular
65,5,380.57,3,At Risk
274,1,121.17000000000002,1,Regular
25,5,1727.17,3,At Risk
23,3,1391.61,3,At Risk
319,1,215.78,1,Regular
5,3,697.79,3,At Risk
12,2,302.1,3,At Risk
275,2,1489.5,1,Regular
25,11,2124.9900000000002,3,At Risk
41,11,1325.82,3,At Risk
8,4,303.09,3,At Risk
4,55,54228.74,0,High Value
71,4,987.86,3,At Risk
213,1,370.79999999999995,1,Regular
38,6,3135.98,3,At Risk
32,2,760.59,3,At Risk
78,3,1744.76,3,At Risk
46,2,553.36,3,At Risk
179,1,1109.53,1,Regular
373,1,106.2,1,Regular
94,2,982.07,3,At Risk
10,4,612.43,3,At Risk
105,1,748.87,3,At Risk
78,1,773.03,3,At Risk
173,1,880.85,1,Regular
7,38,9623.35,0,High Value
213,5,893.66,1,Regular
22,6,487.35,3,At Risk
257,1,88.2,1,Regular
282,1,306.94,1,Regular
21,3,1140.27,3,At Risk
10,6,2420.84,3,At Risk
308,1,381.32,1,Regular
54,2,476.96,3,At Risk
215,2,457.81,1,Regular
18,9,4410.14,3,At Risk
104,5,1364.7,3,At Risk
43,1,219.39000000000001,3,At Risk
4,1,248.08,3,At Risk
182,5,649.5,1,Regular
84,1,410.48,3,At Risk
330,6,635.1,1,Regular
9,3,310.03,3,At Risk
31,2,703.36,3,At Risk
167,3,1002.54,1,Regular
18,7,2298.93,3,At Risk
18,7,1407.73,3,At Risk
311,8,247.66,1,Regular
142,5,1291.75,3,At Risk
241,2,463.75,1,Regular
24,7,970.25,3,At Risk
29,3,1567.48,3,At Risk
10,4,3439.41,3,At Risk
30,10,2760.56,3,At Risk
18,1,340.11,3,At Risk
18,4,1352.75,3,At Risk
15,6,1550.13,3,At Risk
134,1,244.8,3,At Risk
246,1,266.4,1,Regular
130,2,343.82,3,At Risk
50,2,457.72,3,At Risk
85,6,1612.13,3,At Risk
7,2,2199.31,3,At Risk
23,2,184.19,3,At Risk
25,23,11117.05,0,High Value
66,1,406.53,3,At Risk
60,8,1419.54,3,At Risk
50,11,3447.4,3,At Risk
170,1,330.11,1,Regular
18,5,977.9300000000001,3,At Risk
128,3,982.42,3,At Risk
15,8,1387.99,3,At Risk
233,2,127.15,1,Regular
3,5,1282.45,3,At Risk
240,2,178.96,1,Regular
52,8,2350.0,3,At Risk
46,1,498.74,3,At Risk
226,1,259.45,1,Regular
8,18,6530.04,0,High Value
4,4,1194.73,3,At Risk
165,3,1313.66,1,Regular
219,2,608.65,1,Regular
11,1,301.29,3,At Risk
134,1,520.8000000000001,3,At Risk
17,11,5303.97,3,At Risk
10,16,4684.24,3,At Risk
31,1,329.25,3,At Risk
74,2,240.27,3,At Risk
1,3,961.49,3,At Risk
4,5,1869.5,3,At Risk
45,1,401.40000000000003,3,At Risk
2,34,18573.68,0,High Value
357,1,158.16,1,Regular
18,2,304.47,3,At Risk
69,3,843.05,3,At Risk
373,1,487.75,1,Regular
321,1,163.0,1,Regular
26,1,106.56,3,At Risk
325,2,1034.5,1,Regular
9,5,1624.05,3,At Risk
323,1,135.75,1,Regular
72,1,224.14,3,At Risk
260,1,40.5,1,Regular
18,7,2186.2,3,At Risk
367,1,87.5,1,Regular
66,5,680.28,3,At Risk
154,2,622.85,1,Regular
29,2,406.76,3,At Risk
70,1,310.62,3,At Risk
14,2,411.41,3,At Risk
2,18,4670.08,0,High Value
1,53,15802.14,0,High Value
120,3,1044.32,3,At Risk
61,1,499.32,3,At Risk
3,22,7521.17,0,High Value
3,1,3861.0,3,At Risk
9,5,656.44,3,At Risk
92,2,193.64,3,At Risk
59,4,1268.7,3,At Risk
79,11,927.84,3,At Risk
26,6,1827.8,3,At Risk
357,1,316.58,1,Regular
85,3,648.8299999999999,3,At Risk
10,4,420.29999999999995,3,At Risk
1,6,867.62,3,At Risk
225,1,331.18,1,Regular
60,2,894.4100000000001,3,At Risk
239,2,88.94999999999999,1,Regular
319,3,325.05,1,Regular
2,8,1661.44,3,At Risk
45,6,615.99,3,At Risk
88,1,96.6,3,At Risk
11,11,5756.89,3,At Risk
176,1,305.75,1,Regular
52,7,1758.92,3,At Risk
366,2,114.1,1,Regular
319,1,585.0,1,Regular
226,3,454.90000000000003,1,Regular
358,3,310.48,1,Regular
234,1,409.40000000000003,1,Regular
311,1,154.41,1,Regular
37,5,1219.4,3,At Risk
66,5,3376.96,3,At Risk
239,2,429.6,1,Regular
113,2,612.06,3,At Risk
277,1,197.0,1,Regular
218,12,2247.51,1,Regular
299,1,321.05,1,Regular
2,4,1412.32,3,At Risk
29,5,1056.54,3,At Risk
10,3,764.34,3,At Risk
45,7,1685.57,3,At Risk
67,9,1738.59,3,At Risk
74,1,316.68,3,At Risk
65,2,631.57,3,At Risk
134,3,2515.84,3,At Risk
238,2,514.15,1,Regular
122,1,356.0,3,At Risk
32,15,6657.36,3,At Risk
9,15,10327.11,0,High Value
36,2,740.78,3,At Risk
16,6,915.3,3,At Risk
127,1,300.36,3,At Risk
67,1,890.85,3,At Risk
149,1,98.45,1,Regular
281,2,232.14999999999998,1,Regular
169,2,623.16,1,Regular
100,8,1780.77,3,At Risk
135,1,254.82,3,At Risk
324,1,178.95000000000002,1,Regular
107,1,156.51,3,At Risk
64,1,393.74,3,At Risk
151,2,1506.1200000000001,1,Regular
338,1,119.3,1,Regular
22,5,1717.36,3,At Risk
24,1,408.8,3,At Risk
16,9,2298.2,3,At Risk
7,16,2485.82,3,At Risk
57,2,721.94,3,At Risk
4,2,716.57,3,At Risk
31,2,609.19,3,At Risk
66,1,135.31,3,At Risk
47,1,255.89999999999998,3,At Risk
355,2,277.40999999999997,1,Regular
172,1,113.12,1,Regular
59,12,2239.9500000000003,3,At Risk
50,1,240.55,3,At Risk
22,3,485.24,3,At Risk
43,5,2306.52,3,At Risk
29,4,935.1,3,At Risk
5,21,7803.7699999999995,0,High Value
26,20,4596.51,0,High Value
201,1,180.94,1,Regular
44,10,3610.31,3,At Risk
10,4,635.04,3,At Risk
2,14,3774.1,3,At Risk
67,11,3787.09,3,At Risk
64,1,496.44,3,At Risk
51,14,5028.12,3,At Risk
290,1,574.02,1,Regular
61,10,680.3,3,At Risk
64,3,1174.35,3,At Risk
96,1,205.3,3,At Risk
271,2,302.27,1,Regular
1,118,59419.340000000004,2,Occasional
75,5,921.1,3,At Risk
110,1,52.0,3,At Risk
199,1,327.97,1,Regular
64,3,551.54,3,At Risk
327,1,165.0,1,Regular
4,1,312.62,3,At Risk
284,1,204.5,1,Regular
44,1,267.13,3,At Risk
49,4,2650.73,3,At Risk
64,2,602.97,3,At Risk
104,1,162.29,3,At Risk
334,1,311.71,1,Regular
53,1,208.75,3,At Risk
35,5,1005.5,3,At Risk
32,2,714.96,3,At Risk
366,4,1661.06,1,Regular
208,1,1028.56,1,Regular
157,3,351.67,1,Regular
54,1,173.97,3,At Risk
66,3,557.57,3,At Risk
81,1,2020.52,3,At Risk
116,2,391.76,3,At Risk
87,1,364.5,3,At Risk
1,5,476.58,3,At Risk
35,2,367.69,3,At Risk
333,1,252.42000000000002,1,Regular
366,1,201.60000000000002,1,Regular
72,1,158.04,3,At Risk
158,2,473.81,1,Regular
373,1,115.65,1,Regular
12,10,1862.14,3,At Risk
255,2,777.02,1,Regular
29,2,277.05,3,At Risk
31,10,2766.5,3,At Risk
5,29,8234.8,0,High Value
40,1,427.93,3,At Risk
362,1,418.92,1,Regular
241,2,318.05,1,Regular
96,2,913.19,3,At Risk
26,9,1330.45,3,At Risk
75,2,602.51,3,At Risk
57,5,1867.69,3,At Risk
21,1,446.94000000000005,3,At Risk
144,1,-1592.49,1,Regular
41,8,2360.55,3,At Risk
137,1,2007.3999999999999,3,At Risk
8,13,2213.11,3,At Risk
129,1,168.0,3,At Risk
40,3,1233.3600000000001,3,At Risk
169,8,3631.8900000000003,1,Regular
9,6,1682.3600000000001,3,At Risk
214,2,596.85,1,Regular
15,8,5927.86,3,At Risk
170,3,635.76,1,Regular
40,1,316.88,3,At Risk
186,1,394.14,1,Regular
270,1,140.54,1,Regular
172,1,500.0,1,Regular
5,5,1515.73,3,At Risk
16,2,231.86,3,At Risk
10,4,2183.54,3,At Risk
326,1,107.45,1,Regular
113,1,288.18,3,At Risk
290,1,94.0,1,Regular
16,3,1339.63,3,At Risk
1,3,815.77,3,At Risk
92,6,666.7,3,At Risk
149,2,626.77,1,Regular
189,1,349.1,1,Regular
18,4,426.61,3,At Risk
34,4,1056.44,3,At Risk
264,1,267.18,1,Regular
84,8,3450.84,3,At Risk
26,5,1346.38,3,At Risk
171,1,190.53,1,Regular
10,3,774.9000000000001,3,At Risk
313,1,572.8100000000001,1,Regular
65,5,3974.37,3,At Risk
85,1,508.8,3,At Risk
25,1,135.86,3,At Risk
59,4,950.36,3,At Risk
323,2,97.7,1,Regular
38,1,43.5,3,At Risk
254,2,383.34,1,Regular
19,7,1429.9,3,At Risk
33,3,1483.14,3,At Risk
15,1,93.78,3,At Risk
27,3,364.90000000000003,3,At Risk
23,1,171.19,3,At Risk
79,3,417.87,3,At Risk
8,6,997.48,3,At Risk
22,1,149.29,3,At Risk
12,3,1122.53,3,At Risk
262,1,200.16,1,Regular
131,1,156.57999999999998,3,At Risk
55,3,383.68,3,At Risk
249,1,594.0,1,Regular
2,8,3212.16,3,At Risk
9,2,1418.26,3,At Risk
264,1,113.5,1,Regular
331,1,155.17,1,Regular
313,1,494.64,1,Regular
26,5,971.22,3,At Risk
30,1,429.84,3,At Risk
30,3,538.73,3,At Risk
2,7,1388.37,3,At Risk
362,1,179.1,1,Regular
283,3,447.22,1,Regular
262,1,237.07,1,Regular
25,1,161.64,3,At Risk
354,1,216.76,1,Regular
94,3,234.6,3,At Risk
29,1,126.14,3,At Risk
338,1,1048.85,1,Regular
20,24,6945.0199999999995,0,High Value
85,1,334.53,3,At Risk
9,4,511.88,3,At Risk
35,5,438.46,3,At Risk
43,4,504.5,3,At Risk
2,1,469.48,3,At Risk
113,1,371.56,3,At Risk
14,10,1465.2,3,At Risk
77,1,454.10999999999996,3,At Risk
40,2,1441.42,3,At Risk
116,1,905.5,3,At Risk
16,16,6568.72,3,At Risk
161,4,233.81,1,Regular
1,5,3563.11,3,At Risk
30,3,2575.0,3,At Risk
93,1,91.32000000000001,3,At Risk
23,4,1090.03,3,At Risk
95,7,3090.85,3,At Risk
28,2,659.4599999999999,3,At Risk
33,7,1967.25,3,At Risk
21,2,1299.23,3,At Risk
18,3,1259.7,3,At Risk
1,35,12396.46,0,High Value
8,4,1131.56,3,At Risk
16,23,5541.46,0,High Value
363,1,147.09,1,Regular
81,1,52.83,3,At Risk
53,7,3497.14,3,At Risk
23,3,979.26,3,At Risk
172,1,492.36,1,Regular
189,6,1000.27,1,Regular
331,1,250.0,1,Regular
12,5,909.23,3,At Risk
156,2,121.0,1,Regular
31,22,14520.08,0,High Value
12,13,2963.19,3,At Risk
45,3,62.43,3,At Risk
233,1,267.03,1,Regular
64,13,1911.89,3,At Risk
2,1,343.5,3,At Risk
36,13,2574.65,3,At Risk
33,2,398.84,3,At Risk
84,1,412.01000000000005,3,At Risk
25,1,440.0,3,At Risk
2,4,811.02,3,At Risk
33,2,148.44,3,At Risk
19,10,2348.82,3,At Risk
254,1,229.33,1,Regular
23,12,3967.78,3,At Risk
22,4,1502.35,3,At Risk
8,2,2007.44,3,At Risk
25,6,1517.08,3,At Risk
19,5,746.92,3,At Risk
173,7,459.9,1,Regular
163,1,110.92,1,Regular
7,1,538.46,3,At Risk
11,1,213.3,3,At Risk
114,1,85.13000000000001,3,At Risk
288,1,127.86,1,Regular
9,11,3542.51,3,At Risk
54,2,292.71999999999997,3,At Risk
7,14,4954.84,3,At Risk
77,4,1655.76,3,At Risk
4,4,575.63,3,At Risk
37,1,436.06,3,At Risk
217,1,90.12,1,Regular
60,1,437.23,3,At Risk
278,1,217.2,1,Regular
12,20,4758.2,0,High Value
24,1,279.77,3,At Risk
29,1,473.65000000000003,3,At Risk
12,5,722.74,3,At Risk
352,1,134.55,1,Regular
9,7,1319.69,3,At Risk
50,2,173.16,3,At Risk
19,1,186.01,3,At Risk
3,3,758.29,3,At Risk
104,5,1375.71,3,At Risk
7,13,4109.97,3,At Risk
12,4,650.4300000000001,3,At Risk
5,7,2552.86,3,At Risk
32,2,607.45,3,At Risk
178,4,702.25,1,Regular
38,1,940.6700000000001,3,At Risk
151,3,258.88,1,Regular
162,1,127.1,1,Regular
69,2,348.6,3,At Risk
121,14,3429.9700000000003,3,At Risk
25,3,682.9100000000001,3,At Risk
24,5,722.61,3,At Risk
177,1,455.3,1,Regular
50,4,913.6800000000001,3,At Risk
253,4,456.58,1,Regular
289,1,-30.19,1,Regular
47,1,388.58,3,At Risk
71,1,199.8,3,At Risk
16,6,1767.53,3,At Risk
101,9,1343.34,3,At Risk
30,2,315.71999999999997,3,At Risk
35,3,235.68,3,At Risk
27,2,761.74,3,At Risk
11,17,6745.36,0,High Value
8,15,1083.63,3,At Risk
79,1,48.480000000000004,3,At Risk
52,1,216.39,3,At Risk
36,5,1198.23,3,At Risk
57,11,2422.64,3,At Risk
337,1,104.76,1,Regular
28,4,1093.68,3,At Risk
183,2,270.03000000000003,1,Regular
52,1,112.46000000000001,3,At Risk
10,15,1568.39,3,At Risk
36,2,195.15,3,At Risk
10,27,10360.04,0,High Value
33,5,747.031,3,At Risk
11,1,336.40000000000003,3,At Risk
50,6,1524.4,3,At Risk
4,6,1158.77,3,At Risk
3,16,3224.53,3,At Risk
141,1,301.03,3,At Risk
117,4,588.13,3,At Risk
100,8,1504.56,3,At Risk
75,2,675.8,3,At Risk
5,10,2865.64,3,At Risk
45,3,1180.4,3,At Risk
16,10,3147.31,3,At Risk
17,1,243.55,3,At Risk
90,2,724.76,3,At Risk
53,1,223.36,3,At Risk
301,1,-94.0,1,Regular
134,1,425.32,3,At Risk
4,17,12433.34,0,High Value
105,4,1887.2,3,At Risk
179,6,647.4,1,Regular
166,4,813.0,1,Regular
19,1,612.01,3,At Risk
158,4,425.14000000000004,1,Regular
204,4,599.9,1,Regular
336,2,816.0,1,Regular
37,3,646.3,3,At Risk
91,1,337.74,3,At Risk
93,2,877.4399999999999,3,At Risk
9,2,922.53,3,At Risk
233,2,511.32,1,Regular
45,4,748.5,3,At Risk
23,1,30.0,3,At Risk
190,8,958.9,1,Regular
44,1,306.45,3,At Risk
25,12,1552.01,3,At Risk
317,2,309.8,1,Regular
106,1,138.14,3,At Risk
51,2,358.63,3,At Risk
168,2,2242.01,1,Regular
40,1,301.32,3,At Risk
218,1,76.32000000000001,1,Regular
40,5,677.69,3,At Risk
297,1,173.05,1,Regular
19,10,2635.4900000000002,3,At Risk
88,4,2881.02,3,At Risk
73,8,1744.02,3,At Risk
81,3,323.69,3,At Risk
9,5,3324.09,3,At Risk
49,1,657.23,3,At Risk
53,1,352.7,3,At Risk
24,4,781.28,3,At Risk
9,3,1333.68,3,At Risk
18,6,946.36,3,At Risk
117,1,193.75,3,At Risk
9,11,2981.5,3,At Risk
120,2,254.1,3,At Risk
4,2,239.76,3,At Risk
252,1,136.8,1,Regular
28,1,191.04,3,At Risk
1,15,6423.6,3,At Risk
267,2,409.98,1,Regular
33,12,2644.46,3,At Risk
18,1,309.65,3,At Risk
172,3,664.03,1,Regular
2,4,1542.14,3,At Risk
265,1,211.5,1,Regular
140,4,2293.62,3,At Risk
201,1,143.1,1,Regular
60,7,1001.8100000000001,3,At Risk
35,4,945.58,3,At Risk
41,11,3329.7200000000003,3,At Risk
284,1,133.25,1,Regular
9,5,1072.3600000000001,3,At Risk
143,3,346.75,3,At Risk
12,2,330.88,3,At Risk
146,4,1118.81,3,At Risk
234,1,150.3,1,Regular
33,14,5043.96,3,At Risk
24,1,598.73,3,At Risk
12,1,507.08,3,At Risk
36,6,2181.21,3,At Risk
365,1,203.1,1,Regular
201,3,212.3,1,Regular
15,1,415.25,3,At Risk
17,7,5178.96,3,At Risk
49,1,-134.8,3,At Risk
198,2,62.0,1,Regular
66,4,1108.38,3,At Risk
212,2,294.12,1,Regular
283,1,162.3,1,Regular
115,2,1339.45,3,At Risk
15,12,1121.21,3,At Risk
19,19,4788.77,0,High Value
66,1,449.12,3,At Risk
49,1,154.88,3,At Risk
16,4,784.46,3,At Risk
78,1,34.8,3,At Risk
9,6,1071.24,3,At Risk
134,2,182.96,3,At Risk
13,3,974.04,3,At Risk
40,1,149.31,3,At Risk
235,4,21535.9,1,Regular
3,9,2451.23,3,At Risk
40,8,2628.93,3,At Risk
305,1,79.2,1,Regular
51,4,455.67,3,At Risk
1,8,2318.88,3,At Risk
61,4,532.96,3,At Risk
66,2,714.42,3,At Risk
25,1,205.25,3,At Risk
218,3,253.04,1,Regular
65,2,583.75,3,At Risk
32,3,1048.67,3,At Risk
81,10,3245.47,3,At Risk
64,1,315.06,3,At Risk
116,4,581.8299999999999,3,At Risk
7,29,51823.72,0,High Value
6,1,635.6800000000001,3,At Risk
69,1,270.8,3,At Risk
245,1,104.9,1,Regular
133,1,241.62,3,At Risk
241,5,1021.61,1,Regular
184,3,475.28000000000003,1,Regular
25,4,333.56,3,At Risk
10,4,2593.94,3,At Risk
11,1,246.3,3,At Risk
30,8,2303.75,3,At Risk
44,5,4834.2,3,At Risk
26,3,948.05,3,At Risk
358,1,351.3,1,Regular
10,1,220.85,3,At Risk
44,3,1604.44,3,At Risk
9,4,948.96,3,At Risk
150,1,610.01,1,Regular
1,10,2666.61,3,At Risk
113,4,2207.4,3,At Risk
76,3,884.14,3,At Risk
107,2,699.08,3,At Risk
46,4,1042.19,3,At Risk
143,3,-451.42,3,At Risk
51,1,415.82000000000005,3,At Risk
1,19,3848.55,0,High Value
23,20,5452.17,0,High Value
46,3,784.58,3,At Risk
50,3,903.9,3,At Risk
306,5,3724.77,1,Regular
36,6,399.21,3,At Risk
79,7,1145.43,3,At Risk
17,9,2171.32,3,At Risk
107,5,1801.14,3,At Risk
208,2,1303.9099999999999,1,Regular
3,6,1842.73,3,At Risk
64,5,2100.6,3,At Risk
49,4,1905.45,3,At Risk
320,1,206.98,1,Regular
44,2,570.96,3,At Risk
3,2,885.47,3,At Risk
337,2,-840.76,1,Regular
172,1,532.94,1,Regular
51,4,1649.3600000000001,3,At Risk
73,20,1641.48,0,High Value
99,2,636.14,3,At Risk
29,2,547.7,3,At Risk
58,4,747.76,3,At Risk
254,1,836.79,1,Regular
70,6,2084.9,3,At Risk
44,4,954.09,3,At Risk
45,2,117.47,3,At Risk
65,1,391.98,3,At Risk
11,21,33350.76,0,High Value
25,5,1020.74,3,At Risk
59,3,345.66,3,At Risk
64,6,1209.1,3,At Risk
304,1,118.95000000000002,1,Regular
46,1,130.73999999999998,3,At Risk
18,10,3650.87,3,At Risk
38,2,389.27,3,At Risk
19,2,238.85,3,At Risk
187,2,160.71,1,Regular
52,1,110.8,3,At Risk
4,12,2974.65,3,At Risk
137,5,712.24,3,At Risk
4,31,16173.67,0,High Value
19,1,297.0,3,At Risk
16,5,1438.85,3,At Risk
41,8,977.21,3,At Risk
12,9,3000.36,3,At Risk
8,4,832.88,3,At Risk
26,2,68.84,3,At Risk
22,8,1769.7800000000002,3,At Risk
41,3,895.13,3,At Risk
101,1,230.53,3,At Risk
5,16,3797.79,3,At Risk
277,2,149.64,1,Regular
33,1,354.09000000000003,3,At Risk
15,2,360.93,3,At Risk
63,9,4330.67,3,At Risk
2,3,440.78,3,At Risk
369,2,313.28000000000003,1,Regular
312,8,438.24,1,Regular
199,5,495.36,1,Regular
2,2,396.48,3,At Risk
93,3,379.35,3,At Risk
60,1,181.09,3,At Risk
80,2,141.27,3,At Risk
157,2,446.87,1,Regular
227,1,524.52,1,Regular
253,2,263.55,1,Regular
150,1,179.17,1,Regular
194,2,222.05,1,Regular
1,6,1384.68,3,At Risk
369,1,56.25,1,Regular
24,1,351.11,3,At Risk
17,3,363.88,3,At Risk
10,8,5126.34,3,At Risk
8,1,164.68,3,At Risk
20,8,1521.79,3,At Risk
4,3,967.45,3,At Risk
174,1,191.94,1,Regular
1,8,1232.18,3,At Risk
178,2,264.62,1,Regular
16,10,1491.24,3,At Risk
248,1,123.1,1,Regular
191,2,334.23,1,Regular
20,2,639.89,3,At Risk
154,4,167.5,1,Regular
173,1,336.03000000000003,1,Regular
372,2,363.6,1,Regular
373,1,127.08,1,Regular
194,1,207.15,1,Regular
67,1,426.63,3,At Risk
4,11,2461.85,3,At Risk
21,3,1107.46,3,At Risk
239,2,416.86,1,Regular
64,1,145.35,3,At Risk
112,5,404.58,3,At Risk
90,16,6102.26,3,At Risk
311,2,31.799999999999997,1,Regular
134,1,337.44,3,At Risk
277,1,325.1,1,Regular
365,1,181.0,1,Regular
83,1,1708.24,3,At Risk
8,2,955.24,3,At Risk
17,2,364.72,3,At Risk
2,5,1705.26,3,At Risk
1,3,669.57,3,At Risk
34,4,806.57,3,At Risk
15,10,1634.53,3,At Risk
24,16,4389.81,3,At Risk
32,1,428.89,3,At Risk
74,1,104.35,3,At Risk
20,2,470.76,3,At Risk
17,4,845.64,3,At Risk
23,2,418.83,3,At Risk
3,4,582.9,3,At Risk
304,1,314.1,1,Regular
18,12,4199.85,3,At Risk
236,3,99.77000000000002,1,Regular
39,8,3429.55,3,At Risk
84,1,371.01,3,At Risk
165,2,430.94,1,Regular
17,2,1054.73,3,At Risk
77,1,1098.78,3,At Risk
89,3,2398.86,3,At Risk
25,8,3408.48,3,At Risk
22,4,1475.02,3,At Risk
3,11,2816.97,3,At Risk
123,3,1037.42,3,At Risk
30,1,168.12,3,At Risk
12,7,1451.28,3,At Risk
19,1,158.03,3,At Risk
44,2,792.11,3,At Risk
4,1,41.989999999999995,3,At Risk
9,10,2756.82,3,At Risk
